tensor([3.7162], device='cuda:0')
tensor([32.4459], device='cuda:0')
tensor([32.3765], device='cuda:0')
tensor([32.3899], device='cuda:0')
tensor([32.3906], device='cuda:0')
tensor([32.3753], device='cuda:0')
tensor([32.3928], device='cuda:0')
tensor([32.3605], device='cuda:0')
tensor([32.3211], device='cuda:0')
tensor([32.3959], device='cuda:0')
tensor([32.3790], device='cuda:0')
tensor([32.3345], device='cuda:0')
tensor([32.2920], device='cuda:0')
tensor([32.0604], device='cuda:0')
tensor([32.3023], device='cuda:0')
tensor([32.2919], device='cuda:0')
tensor([31.9621], device='cuda:0')
tensor([32.2209], device='cuda:0')
tensor([32.1528], device='cuda:0')
tensor([32.0653], device='cuda:0')
tensor([32.0189], device='cuda:0')
tensor([31.9716], device='cuda:0')
tensor([31.3659], device='cuda:0')
tensor([31.6773], device='cuda:0')
tensor([31.6587], device='cuda:0')
tensor([31.3940], device='cuda:0')
tensor([31.6777], device='cuda:0')
tensor([31.6641], device='cuda:0')
tensor([31.6623], device='cuda:0')
tensor([31.1021], device='cuda:0')
tensor([31.1420], device='cuda:0')
tensor([31.0349], device='cuda:0')
tensor([30.7831], device='cuda:0')
tensor([30.4470], device='cuda:0')
tensor([30.6572], device='cuda:0')
tensor([30.3903], device='cuda:0')
tensor([30.6164], device='cuda:0')
tensor([29.9840], device='cuda:0')
tensor([30.3043], device='cuda:0')
tensor([28.5455], device='cuda:0')
tensor([28.1815], device='cuda:0')
tensor([26.2017], device='cuda:0')
tensor([26.5309], device='cuda:0')
tensor([24.3106], device='cuda:0')
tensor([23.5201], device='cuda:0')
tensor([22.5640], device='cuda:0')
tensor([21.7604], device='cuda:0')
tensor([19.8996], device='cuda:0')
tensor([19.8517], device='cuda:0')
tensor([19.8272], device='cuda:0')
tensor([17.8373], device='cuda:0')
tensor([17.2219], device='cuda:0')
tensor([16.5639], device='cuda:0')
tensor([16.5646], device='cuda:0')
tensor([13.3467], device='cuda:0')
tensor([13.9436], device='cuda:0')
tensor([13.1203], device='cuda:0')
tensor([12.1637], device='cuda:0')
tensor([9.6440], device='cuda:0')
tensor([11.2460], device='cuda:0')
tensor([9.3310], device='cuda:0')
tensor([8.5627], device='cuda:0')
tensor([7.2357], device='cuda:0')
tensor([5.4235], device='cuda:0')
tensor([3.4585], device='cuda:0')
tensor([2.7128], device='cuda:0')
tensor([2.4189], device='cuda:0')
tensor([2.4206], device='cuda:0')
tensor([2.4171], device='cuda:0')
tensor([2.4177], device='cuda:0')
tensor([2.0504], device='cuda:0')
tensor([2.0527], device='cuda:0')
tensor([2.0533], device='cuda:0')
tensor([2.0554], device='cuda:0')
tensor([2.0533], device='cuda:0')
tensor([2.0533], device='cuda:0')
tensor([2.0537], device='cuda:0')
tensor([2.0525], device='cuda:0')
tensor([2.0542], device='cuda:0')
tensor([2.0537], device='cuda:0')
tensor([2.0525], device='cuda:0')
tensor([2.0525], device='cuda:0')
tensor([2.0505], device='cuda:0')
tensor([2.0525], device='cuda:0')
tensor([2.0525], device='cuda:0')
tensor([2.0520], device='cuda:0')
tensor([2.0520], device='cuda:0')
tensor([2.0519], device='cuda:0')
tensor([2.0519], device='cuda:0')
tensor([2.0519], device='cuda:0')
tensor([2.0536], device='cuda:0')
tensor([2.0519], device='cuda:0')
tensor([2.0520], device='cuda:0')
tensor([2.0527], device='cuda:0')
tensor([2.0520], device='cuda:0')
tensor([2.0532], device='cuda:0')
tensor([2.0539], device='cuda:0')
tensor([2.0527], device='cuda:0')
tensor([2.0539], device='cuda:0')
tensor([2.0539], device='cuda:0')
tensor([2.0546], device='cuda:0')
tensor([2.0533], device='cuda:0')
tensor([2.0533], device='cuda:0')
tensor([2.0527], device='cuda:0')
tensor([2.0527], device='cuda:0')
tensor([2.0527], device='cuda:0')
tensor([2.0527], device='cuda:0')
tensor([2.0533], device='cuda:0')
tensor([2.0533], device='cuda:0')
tensor([2.0527], device='cuda:0')
tensor([2.0527], device='cuda:0')
tensor([2.0527], device='cuda:0')
tensor([2.0533], device='cuda:0')
tensor([2.0533], device='cuda:0')
tensor([2.0533], device='cuda:0')
tensor([2.0517], device='cuda:0')
tensor([2.0507], device='cuda:0')
tensor([2.0490], device='cuda:0')
tensor([2.0484], device='cuda:0')
tensor([2.0484], device='cuda:0')
tensor([2.0496], device='cuda:0')
tensor([2.0504], device='cuda:0')
tensor([2.0484], device='cuda:0')
tensor([2.0496], device='cuda:0')
tensor([2.0516], device='cuda:0')
tensor([2.0502], device='cuda:0')
tensor([2.0496], device='cuda:0')
tensor([2.0496], device='cuda:0')
tensor([2.0496], device='cuda:0')
tensor([2.0500], device='cuda:0')
tensor([2.0506], device='cuda:0')
tensor([2.0506], device='cuda:0')
tensor([2.0506], device='cuda:0')
tensor([2.0496], device='cuda:0')
tensor([2.0500], device='cuda:0')
tensor([2.0500], device='cuda:0')
tensor([2.0500], device='cuda:0')
tensor([2.0484], device='cuda:0')
tensor([2.0500], device='cuda:0')
tensor([2.0496], device='cuda:0')
tensor([2.0496], device='cuda:0')
tensor([2.0496], device='cuda:0')
tensor([2.0496], device='cuda:0')
tensor([2.0478], device='cuda:0')
tensor([2.0484], device='cuda:0')
tensor([2.0465], device='cuda:0')
tensor([2.0469], device='cuda:0')
tensor([2.0469], device='cuda:0')
tensor([2.0467], device='cuda:0')
tensor([2.0449], device='cuda:0')
tensor([2.0461], device='cuda:0')
tensor([2.0449], device='cuda:0')
tensor([2.0449], device='cuda:0')
tensor([2.0454], device='cuda:0')
tensor([2.0454], device='cuda:0')
tensor([2.0457], device='cuda:0')
tensor([2.0449], device='cuda:0')
tensor([2.0449], device='cuda:0')
tensor([2.0449], device='cuda:0')
tensor([2.0449], device='cuda:0')
tensor([2.0449], device='cuda:0')
tensor([2.0449], device='cuda:0')
tensor([2.0449], device='cuda:0')
tensor([2.0426], device='cuda:0')
tensor([2.0426], device='cuda:0')
tensor([2.0435], device='cuda:0')
tensor([2.0430], device='cuda:0')
tensor([2.0426], device='cuda:0')
tensor([2.0426], device='cuda:0')
tensor([2.0430], device='cuda:0')
tensor([2.0430], device='cuda:0')
tensor([2.0430], device='cuda:0')
tensor([2.0430], device='cuda:0')
tensor([2.0430], device='cuda:0')
tensor([2.0426], device='cuda:0')
tensor([2.0426], device='cuda:0')
tensor([2.0426], device='cuda:0')
tensor([2.0426], device='cuda:0')
tensor([2.0429], device='cuda:0')
tensor([2.0426], device='cuda:0')
tensor([2.0413], device='cuda:0')
tensor([2.0407], device='cuda:0')
tensor([2.0413], device='cuda:0')
tensor([2.0413], device='cuda:0')
tensor([2.0407], device='cuda:0')
tensor([2.0407], device='cuda:0')
tensor([2.0401], device='cuda:0')
tensor([2.0401], device='cuda:0')
tensor([2.0401], device='cuda:0')
tensor([2.0401], device='cuda:0')
tensor([2.0346], device='cuda:0')
tensor([2.0360], device='cuda:0')
tensor([2.0360], device='cuda:0')
tensor([2.0317], device='cuda:0')
tensor([2.0307], device='cuda:0')
tensor([2.0322], device='cuda:0')
tensor([2.0316], device='cuda:0')
tensor([2.0304], device='cuda:0')
tensor([2.0307], device='cuda:0')
tensor([2.0308], device='cuda:0')
tensor([2.0308], device='cuda:0')
tensor([2.0320], device='cuda:0')
tensor([2.0304], device='cuda:0')
tensor([2.0274], device='cuda:0')
tensor([2.0288], device='cuda:0')
tensor([2.0290], device='cuda:0')
tensor([2.0271], device='cuda:0')
tensor([2.0291], device='cuda:0')
tensor([2.0304], device='cuda:0')
tensor([2.0287], device='cuda:0')
tensor([2.0282], device='cuda:0')
tensor([2.0287], device='cuda:0')
tensor([2.0305], device='cuda:0')
tensor([2.0287], device='cuda:0')
tensor([2.0272], device='cuda:0')
tensor([2.0287], device='cuda:0')
tensor([2.0274], device='cuda:0')
tensor([2.0272], device='cuda:0')
tensor([2.0272], device='cuda:0')
tensor([2.0269], device='cuda:0')
tensor([2.0269], device='cuda:0')
tensor([2.0269], device='cuda:0')
tensor([2.0252], device='cuda:0')
tensor([2.0252], device='cuda:0')
tensor([2.0240], device='cuda:0')
tensor([2.0244], device='cuda:0')
tensor([2.0244], device='cuda:0')
tensor([2.0244], device='cuda:0')
tensor([2.0244], device='cuda:0')
tensor([2.0257], device='cuda:0')
tensor([2.0272], device='cuda:0')
tensor([2.0242], device='cuda:0')
tensor([2.0269], device='cuda:0')
tensor([2.0267], device='cuda:0')
tensor([2.0252], device='cuda:0')
tensor([2.0252], device='cuda:0')
tensor([2.0252], device='cuda:0')
tensor([2.0279], device='cuda:0')
tensor([2.0258], device='cuda:0')
tensor([2.0261], device='cuda:0')
tensor([2.0258], device='cuda:0')
tensor([2.0240], device='cuda:0')
tensor([2.0245], device='cuda:0')
tensor([2.0245], device='cuda:0')
tensor([2.0261], device='cuda:0')
tensor([2.0261], device='cuda:0')
tensor([2.0257], device='cuda:0')
