tensor([4.4468], device='cuda:0')
tensor([4.0781], device='cuda:0')
tensor([4.0694], device='cuda:0')
tensor([4.0952], device='cuda:0')
tensor([4.0966], device='cuda:0')
tensor([4.0857], device='cuda:0')
tensor([4.0665], device='cuda:0')
tensor([4.0668], device='cuda:0')
tensor([4.0683], device='cuda:0')
tensor([4.0594], device='cuda:0')
tensor([4.0713], device='cuda:0')
tensor([4.0756], device='cuda:0')
tensor([4.0815], device='cuda:0')
tensor([4.0823], device='cuda:0')
tensor([4.0659], device='cuda:0')
tensor([4.0568], device='cuda:0')
tensor([4.0656], device='cuda:0')
tensor([4.0656], device='cuda:0')
tensor([4.0656], device='cuda:0')
tensor([4.0775], device='cuda:0')
tensor([4.0760], device='cuda:0')
tensor([4.0828], device='cuda:0')
tensor([4.0849], device='cuda:0')
tensor([4.0835], device='cuda:0')
tensor([4.0613], device='cuda:0')
tensor([4.0644], device='cuda:0')
tensor([4.0493], device='cuda:0')
tensor([4.0924], device='cuda:0')
tensor([4.0662], device='cuda:0')
tensor([4.0567], device='cuda:0')
tensor([4.0836], device='cuda:0')
tensor([4.0781], device='cuda:0')
tensor([4.0688], device='cuda:0')
tensor([4.0430], device='cuda:0')
tensor([4.0687], device='cuda:0')
tensor([4.0487], device='cuda:0')
tensor([4.0260], device='cuda:0')
tensor([4.0420], device='cuda:0')
tensor([4.0537], device='cuda:0')
tensor([4.0721], device='cuda:0')
tensor([4.0659], device='cuda:0')
tensor([4.0348], device='cuda:0')
tensor([4.0458], device='cuda:0')
tensor([4.0269], device='cuda:0')
tensor([4.0373], device='cuda:0')
tensor([4.0412], device='cuda:0')
tensor([4.0455], device='cuda:0')
tensor([4.0326], device='cuda:0')
tensor([4.0568], device='cuda:0')
tensor([4.0508], device='cuda:0')
tensor([4.0400], device='cuda:0')
tensor([4.0305], device='cuda:0')
tensor([4.0402], device='cuda:0')
tensor([4.0215], device='cuda:0')
tensor([4.0385], device='cuda:0')
tensor([4.0395], device='cuda:0')
tensor([4.0389], device='cuda:0')
tensor([4.0478], device='cuda:0')
tensor([4.0421], device='cuda:0')
tensor([4.0436], device='cuda:0')
tensor([4.0446], device='cuda:0')
tensor([4.0462], device='cuda:0')
tensor([4.1233], device='cuda:0')
tensor([4.0457], device='cuda:0')
tensor([4.0843], device='cuda:0')
tensor([4.0717], device='cuda:0')
tensor([4.0271], device='cuda:0')
tensor([4.0385], device='cuda:0')
tensor([4.0584], device='cuda:0')
tensor([4.0337], device='cuda:0')
tensor([4.0464], device='cuda:0')
tensor([4.0588], device='cuda:0')
tensor([4.0606], device='cuda:0')
tensor([4.0777], device='cuda:0')
tensor([4.0464], device='cuda:0')
tensor([4.0329], device='cuda:0')
tensor([4.0938], device='cuda:0')
tensor([4.0627], device='cuda:0')
tensor([4.0434], device='cuda:0')
tensor([4.0399], device='cuda:0')
tensor([4.0211], device='cuda:0')
tensor([4.0419], device='cuda:0')
tensor([4.0406], device='cuda:0')
tensor([4.0242], device='cuda:0')
tensor([4.0251], device='cuda:0')
tensor([4.0237], device='cuda:0')
tensor([4.0200], device='cuda:0')
tensor([4.0557], device='cuda:0')
tensor([4.0429], device='cuda:0')
tensor([4.0521], device='cuda:0')
tensor([4.0402], device='cuda:0')
tensor([4.0373], device='cuda:0')
tensor([4.0746], device='cuda:0')
tensor([4.0591], device='cuda:0')
tensor([4.0340], device='cuda:0')
tensor([4.0553], device='cuda:0')
tensor([4.0445], device='cuda:0')
tensor([4.0599], device='cuda:0')
tensor([4.0631], device='cuda:0')
tensor([4.0582], device='cuda:0')
tensor([4.0750], device='cuda:0')
tensor([4.0732], device='cuda:0')
tensor([4.0732], device='cuda:0')
tensor([4.0561], device='cuda:0')
tensor([4.0728], device='cuda:0')
tensor([4.0652], device='cuda:0')
tensor([4.0498], device='cuda:0')
tensor([4.0594], device='cuda:0')
tensor([4.0454], device='cuda:0')
tensor([4.0735], device='cuda:0')
tensor([4.0412], device='cuda:0')
tensor([4.0573], device='cuda:0')
tensor([4.0666], device='cuda:0')
tensor([4.0548], device='cuda:0')
tensor([4.0393], device='cuda:0')
tensor([4.0373], device='cuda:0')
tensor([4.0450], device='cuda:0')
tensor([4.0440], device='cuda:0')
tensor([4.0353], device='cuda:0')
tensor([4.0298], device='cuda:0')
tensor([4.0212], device='cuda:0')
tensor([4.0252], device='cuda:0')
tensor([4.0564], device='cuda:0')
tensor([4.0529], device='cuda:0')
tensor([4.0561], device='cuda:0')
tensor([4.0635], device='cuda:0')
tensor([4.0730], device='cuda:0')
tensor([4.0537], device='cuda:0')
tensor([4.0611], device='cuda:0')
tensor([4.0720], device='cuda:0')
tensor([4.0751], device='cuda:0')
tensor([4.0545], device='cuda:0')
tensor([4.0505], device='cuda:0')
tensor([4.0556], device='cuda:0')
tensor([4.0592], device='cuda:0')
tensor([4.0735], device='cuda:0')
tensor([4.0592], device='cuda:0')
tensor([4.0687], device='cuda:0')
tensor([4.0755], device='cuda:0')
tensor([4.0644], device='cuda:0')
tensor([4.0654], device='cuda:0')
tensor([4.0503], device='cuda:0')
tensor([4.0717], device='cuda:0')
tensor([4.0524], device='cuda:0')
tensor([4.0649], device='cuda:0')
tensor([4.0594], device='cuda:0')
tensor([4.1038], device='cuda:0')
tensor([4.1094], device='cuda:0')
tensor([4.0470], device='cuda:0')
tensor([4.0806], device='cuda:0')
tensor([4.0670], device='cuda:0')
tensor([4.0572], device='cuda:0')
tensor([4.1037], device='cuda:0')
tensor([4.0587], device='cuda:0')
tensor([4.0900], device='cuda:0')
tensor([4.0783], device='cuda:0')
tensor([4.0534], device='cuda:0')
tensor([4.0626], device='cuda:0')
tensor([4.1071], device='cuda:0')
tensor([4.1003], device='cuda:0')
tensor([4.0476], device='cuda:0')
tensor([4.0748], device='cuda:0')
tensor([4.0461], device='cuda:0')
tensor([4.0448], device='cuda:0')
tensor([4.0819], device='cuda:0')
tensor([4.0424], device='cuda:0')
tensor([4.0651], device='cuda:0')
tensor([4.0629], device='cuda:0')
tensor([4.0681], device='cuda:0')
tensor([4.0500], device='cuda:0')
tensor([4.0574], device='cuda:0')
tensor([4.0462], device='cuda:0')
tensor([4.0481], device='cuda:0')
tensor([4.0357], device='cuda:0')
tensor([4.0316], device='cuda:0')
tensor([4.0325], device='cuda:0')
tensor([4.0357], device='cuda:0')
tensor([4.0430], device='cuda:0')
tensor([4.0337], device='cuda:0')
tensor([4.0268], device='cuda:0')
tensor([4.0425], device='cuda:0')
tensor([4.0410], device='cuda:0')
tensor([4.0379], device='cuda:0')
tensor([4.0387], device='cuda:0')
tensor([4.0365], device='cuda:0')
tensor([4.0154], device='cuda:0')
tensor([4.0440], device='cuda:0')
tensor([4.0575], device='cuda:0')
tensor([4.0549], device='cuda:0')
tensor([4.0632], device='cuda:0')
tensor([4.0468], device='cuda:0')
tensor([4.0468], device='cuda:0')
tensor([4.0526], device='cuda:0')
tensor([4.0414], device='cuda:0')
tensor([4.0409], device='cuda:0')
tensor([4.0118], device='cuda:0')
tensor([4.0087], device='cuda:0')
tensor([4.0165], device='cuda:0')
tensor([4.0243], device='cuda:0')
tensor([4.0181], device='cuda:0')
tensor([4.0261], device='cuda:0')
tensor([4.0261], device='cuda:0')
tensor([4.0413], device='cuda:0')
tensor([4.0264], device='cuda:0')
tensor([4.0156], device='cuda:0')
tensor([4.0320], device='cuda:0')
tensor([4.0233], device='cuda:0')
tensor([4.0267], device='cuda:0')
tensor([4.0226], device='cuda:0')
tensor([4.0285], device='cuda:0')
tensor([4.0300], device='cuda:0')
tensor([4.0398], device='cuda:0')
tensor([4.0469], device='cuda:0')
tensor([4.0267], device='cuda:0')
tensor([4.0540], device='cuda:0')
tensor([4.0460], device='cuda:0')
tensor([4.0426], device='cuda:0')
tensor([4.0321], device='cuda:0')
tensor([4.0293], device='cuda:0')
tensor([4.0266], device='cuda:0')
tensor([4.0280], device='cuda:0')
tensor([4.0420], device='cuda:0')
tensor([4.0451], device='cuda:0')
tensor([4.0503], device='cuda:0')
tensor([4.0491], device='cuda:0')
tensor([4.0200], device='cuda:0')
tensor([4.0268], device='cuda:0')
tensor([4.0301], device='cuda:0')
tensor([4.0151], device='cuda:0')
tensor([4.0138], device='cuda:0')
tensor([4.0254], device='cuda:0')
tensor([4.0039], device='cuda:0')
tensor([4.0061], device='cuda:0')
tensor([4.0186], device='cuda:0')
tensor([4.0403], device='cuda:0')
tensor([4.0058], device='cuda:0')
tensor([4.0151], device='cuda:0')
tensor([4.0283], device='cuda:0')
tensor([4.0196], device='cuda:0')
tensor([4.0452], device='cuda:0')
tensor([4.0317], device='cuda:0')
tensor([4.0265], device='cuda:0')
tensor([4.0227], device='cuda:0')
tensor([4.0278], device='cuda:0')
tensor([4.0290], device='cuda:0')
tensor([4.0232], device='cuda:0')
tensor([4.0281], device='cuda:0')
tensor([4.0467], device='cuda:0')
tensor([4.0324], device='cuda:0')
tensor([4.0056], device='cuda:0')
tensor([4.0135], device='cuda:0')
tensor([3.9971], device='cuda:0')
tensor([3.9992], device='cuda:0')
tensor([4.0176], device='cuda:0')
tensor([4.0263], device='cuda:0')
tensor([4.0440], device='cuda:0')
tensor([4.0302], device='cuda:0')
tensor([4.0440], device='cuda:0')
tensor([4.0280], device='cuda:0')
tensor([4.0498], device='cuda:0')
tensor([4.0380], device='cuda:0')
tensor([4.0358], device='cuda:0')
tensor([4.0325], device='cuda:0')
tensor([4.0364], device='cuda:0')
tensor([4.0444], device='cuda:0')
tensor([4.0401], device='cuda:0')
tensor([4.0361], device='cuda:0')
tensor([4.0400], device='cuda:0')
tensor([4.0525], device='cuda:0')
tensor([4.0455], device='cuda:0')
tensor([4.0478], device='cuda:0')
tensor([4.0449], device='cuda:0')
tensor([4.0416], device='cuda:0')
tensor([4.0608], device='cuda:0')
tensor([4.0346], device='cuda:0')
tensor([4.0514], device='cuda:0')
tensor([4.0503], device='cuda:0')
tensor([4.0347], device='cuda:0')
tensor([4.0310], device='cuda:0')
tensor([4.0292], device='cuda:0')
tensor([4.0237], device='cuda:0')
tensor([4.0410], device='cuda:0')
tensor([4.0409], device='cuda:0')
tensor([4.0506], device='cuda:0')
tensor([4.0465], device='cuda:0')
tensor([4.0639], device='cuda:0')
tensor([4.0356], device='cuda:0')
tensor([4.0582], device='cuda:0')
tensor([4.0535], device='cuda:0')
tensor([4.0313], device='cuda:0')
tensor([4.0444], device='cuda:0')
tensor([4.0365], device='cuda:0')
tensor([4.0311], device='cuda:0')
tensor([4.0448], device='cuda:0')
tensor([4.0457], device='cuda:0')
tensor([4.0018], device='cuda:0')
tensor([4.0409], device='cuda:0')
tensor([4.0279], device='cuda:0')
tensor([4.0377], device='cuda:0')
tensor([4.0411], device='cuda:0')
tensor([4.0173], device='cuda:0')
tensor([4.0103], device='cuda:0')
tensor([4.0122], device='cuda:0')
tensor([4.0099], device='cuda:0')
tensor([4.0218], device='cuda:0')
tensor([4.0196], device='cuda:0')
tensor([4.0271], device='cuda:0')
tensor([4.0107], device='cuda:0')
tensor([4.0107], device='cuda:0')
tensor([4.0254], device='cuda:0')
tensor([4.0325], device='cuda:0')
tensor([4.0085], device='cuda:0')
tensor([4.0073], device='cuda:0')
tensor([4.0157], device='cuda:0')
tensor([4.0176], device='cuda:0')
tensor([4.0232], device='cuda:0')
tensor([4.0283], device='cuda:0')
tensor([4.0199], device='cuda:0')
tensor([4.0136], device='cuda:0')
tensor([4.0198], device='cuda:0')
tensor([4.0111], device='cuda:0')
tensor([4.0169], device='cuda:0')
tensor([4.0331], device='cuda:0')
tensor([4.0100], device='cuda:0')
tensor([4.0393], device='cuda:0')
tensor([4.0240], device='cuda:0')
tensor([4.0214], device='cuda:0')
tensor([4.0126], device='cuda:0')
tensor([4.0289], device='cuda:0')
tensor([4.0264], device='cuda:0')
tensor([4.0351], device='cuda:0')
tensor([4.0287], device='cuda:0')
tensor([4.0157], device='cuda:0')
tensor([4.0089], device='cuda:0')
tensor([4.0288], device='cuda:0')
tensor([4.0136], device='cuda:0')
tensor([4.0394], device='cuda:0')
tensor([4.0474], device='cuda:0')
tensor([4.0476], device='cuda:0')
tensor([4.0397], device='cuda:0')
tensor([4.0229], device='cuda:0')
tensor([4.0306], device='cuda:0')
tensor([4.0326], device='cuda:0')
tensor([4.0382], device='cuda:0')
tensor([4.0135], device='cuda:0')
tensor([4.0342], device='cuda:0')
tensor([4.0004], device='cuda:0')
tensor([4.0210], device='cuda:0')
tensor([4.0207], device='cuda:0')
tensor([4.0188], device='cuda:0')
tensor([4.0091], device='cuda:0')
tensor([4.0117], device='cuda:0')
tensor([4.0105], device='cuda:0')
tensor([4.0373], device='cuda:0')
tensor([4.0213], device='cuda:0')
tensor([4.0276], device='cuda:0')
tensor([4.0328], device='cuda:0')
tensor([4.0354], device='cuda:0')
tensor([4.0311], device='cuda:0')
tensor([4.0150], device='cuda:0')
tensor([4.0356], device='cuda:0')
tensor([4.0087], device='cuda:0')
tensor([4.0128], device='cuda:0')
tensor([4.0293], device='cuda:0')
tensor([4.0099], device='cuda:0')
tensor([4.0257], device='cuda:0')
tensor([4.0272], device='cuda:0')
tensor([4.0209], device='cuda:0')
tensor([4.0108], device='cuda:0')
tensor([4.0202], device='cuda:0')
tensor([4.0105], device='cuda:0')
tensor([4.0091], device='cuda:0')
tensor([4.0312], device='cuda:0')
tensor([4.0216], device='cuda:0')
tensor([4.0094], device='cuda:0')
tensor([4.0162], device='cuda:0')
tensor([4.0084], device='cuda:0')
tensor([4.0084], device='cuda:0')
tensor([4.0316], device='cuda:0')
tensor([4.0324], device='cuda:0')
tensor([4.0350], device='cuda:0')
tensor([4.0162], device='cuda:0')
tensor([4.0140], device='cuda:0')
tensor([4.0159], device='cuda:0')
tensor([4.0174], device='cuda:0')
tensor([4.0276], device='cuda:0')
tensor([4.0143], device='cuda:0')
tensor([4.0302], device='cuda:0')
tensor([4.0374], device='cuda:0')
tensor([4.0522], device='cuda:0')
tensor([4.0683], device='cuda:0')
tensor([4.0154], device='cuda:0')
tensor([4.0199], device='cuda:0')
tensor([4.0273], device='cuda:0')
tensor([4.0273], device='cuda:0')
tensor([4.0247], device='cuda:0')
tensor([4.0247], device='cuda:0')
tensor([4.0113], device='cuda:0')
tensor([4.0011], device='cuda:0')
tensor([4.0354], device='cuda:0')
tensor([4.0167], device='cuda:0')
tensor([4.0047], device='cuda:0')
tensor([4.0156], device='cuda:0')
tensor([4.0071], device='cuda:0')
tensor([4.0155], device='cuda:0')
tensor([4.0289], device='cuda:0')
tensor([4.0397], device='cuda:0')
tensor([4.0337], device='cuda:0')
tensor([4.0101], device='cuda:0')
tensor([4.0050], device='cuda:0')
tensor([4.0278], device='cuda:0')
tensor([4.0166], device='cuda:0')
tensor([4.0633], device='cuda:0')
tensor([4.0454], device='cuda:0')
tensor([4.0503], device='cuda:0')
tensor([4.0418], device='cuda:0')
tensor([4.0191], device='cuda:0')
tensor([4.0225], device='cuda:0')
tensor([4.0238], device='cuda:0')
tensor([4.0222], device='cuda:0')
tensor([4.0219], device='cuda:0')
tensor([4.0192], device='cuda:0')
tensor([4.0183], device='cuda:0')
tensor([4.0472], device='cuda:0')
tensor([4.0472], device='cuda:0')
tensor([4.0388], device='cuda:0')
tensor([4.0481], device='cuda:0')
tensor([4.0271], device='cuda:0')
tensor([4.0494], device='cuda:0')
tensor([4.0457], device='cuda:0')
tensor([4.0400], device='cuda:0')
tensor([4.0364], device='cuda:0')
tensor([4.0364], device='cuda:0')
tensor([4.0396], device='cuda:0')
tensor([4.0248], device='cuda:0')
tensor([4.0205], device='cuda:0')
tensor([4.0215], device='cuda:0')
tensor([4.0081], device='cuda:0')
tensor([4.0227], device='cuda:0')
tensor([4.0002], device='cuda:0')
tensor([4.0224], device='cuda:0')
tensor([4.0227], device='cuda:0')
tensor([4.0268], device='cuda:0')
tensor([4.0167], device='cuda:0')
tensor([4.0227], device='cuda:0')
tensor([4.0279], device='cuda:0')
tensor([4.0229], device='cuda:0')
tensor([4.0341], device='cuda:0')
tensor([4.0289], device='cuda:0')
tensor([4.0142], device='cuda:0')
tensor([4.0146], device='cuda:0')
tensor([4.0241], device='cuda:0')
tensor([4.0195], device='cuda:0')
tensor([4.0247], device='cuda:0')
tensor([4.0179], device='cuda:0')
tensor([3.9999], device='cuda:0')
tensor([4.0154], device='cuda:0')
tensor([4.0090], device='cuda:0')
tensor([4.0066], device='cuda:0')
tensor([4.0066], device='cuda:0')
tensor([4.0427], device='cuda:0')
tensor([4.0384], device='cuda:0')
tensor([4.0169], device='cuda:0')
tensor([4.0244], device='cuda:0')
tensor([4.0197], device='cuda:0')
tensor([4.0048], device='cuda:0')
tensor([4.0418], device='cuda:0')
tensor([4.0376], device='cuda:0')
tensor([4.0362], device='cuda:0')
tensor([4.0444], device='cuda:0')
tensor([4.0392], device='cuda:0')
tensor([4.0184], device='cuda:0')
tensor([4.0241], device='cuda:0')
tensor([4.0350], device='cuda:0')
tensor([4.0377], device='cuda:0')
tensor([4.0103], device='cuda:0')
tensor([4.0257], device='cuda:0')
tensor([4.0254], device='cuda:0')
tensor([4.0289], device='cuda:0')
tensor([4.0323], device='cuda:0')
tensor([4.0191], device='cuda:0')
tensor([4.0266], device='cuda:0')
tensor([4.0152], device='cuda:0')
tensor([4.0404], device='cuda:0')
tensor([4.0152], device='cuda:0')
tensor([4.0206], device='cuda:0')
tensor([4.0165], device='cuda:0')
tensor([4.0204], device='cuda:0')
tensor([4.0216], device='cuda:0')
tensor([4.0023], device='cuda:0')
tensor([4.0208], device='cuda:0')
tensor([4.0160], device='cuda:0')
tensor([4.0095], device='cuda:0')
tensor([4.0324], device='cuda:0')
tensor([4.0132], device='cuda:0')
tensor([4.0022], device='cuda:0')
tensor([4.0323], device='cuda:0')
tensor([4.0113], device='cuda:0')
tensor([4.0443], device='cuda:0')
tensor([4.0479], device='cuda:0')
tensor([4.0431], device='cuda:0')
tensor([4.0061], device='cuda:0')
tensor([4.0495], device='cuda:0')
tensor([4.0403], device='cuda:0')
tensor([4.0187], device='cuda:0')
tensor([4.0294], device='cuda:0')
tensor([4.0294], device='cuda:0')
tensor([4.0294], device='cuda:0')
tensor([4.0433], device='cuda:0')
tensor([4.0208], device='cuda:0')
tensor([4.0148], device='cuda:0')
tensor([4.0063], device='cuda:0')
tensor([4.0190], device='cuda:0')
tensor([4.0054], device='cuda:0')
tensor([4.0156], device='cuda:0')
tensor([4.0238], device='cuda:0')
tensor([4.0146], device='cuda:0')
tensor([4.0213], device='cuda:0')
tensor([4.0171], device='cuda:0')
tensor([4.0065], device='cuda:0')
tensor([4.0154], device='cuda:0')
tensor([4.0174], device='cuda:0')
tensor([4.0114], device='cuda:0')
tensor([4.0295], device='cuda:0')
tensor([4.0314], device='cuda:0')
tensor([4.0233], device='cuda:0')
tensor([4.0145], device='cuda:0')
tensor([4.0332], device='cuda:0')
tensor([4.0285], device='cuda:0')
tensor([3.9989], device='cuda:0')
tensor([4.0404], device='cuda:0')
