tensor([35.0287], device='cuda:0')
tensor([108.9211], device='cuda:0')
tensor([107.5004], device='cuda:0')
tensor([107.5000], device='cuda:0')
tensor([107.3169], device='cuda:0')
tensor([107.8810], device='cuda:0')
tensor([108.5923], device='cuda:0')
tensor([108.5422], device='cuda:0')
tensor([108.9034], device='cuda:0')
tensor([108.5318], device='cuda:0')
tensor([108.4897], device='cuda:0')
tensor([107.8884], device='cuda:0')
tensor([107.9795], device='cuda:0')
tensor([108.6976], device='cuda:0')
tensor([106.4081], device='cuda:0')
tensor([107.5079], device='cuda:0')
tensor([107.1554], device='cuda:0')
tensor([107.6734], device='cuda:0')
tensor([107.4880], device='cuda:0')
tensor([107.8299], device='cuda:0')
tensor([107.2710], device='cuda:0')
tensor([107.1971], device='cuda:0')
tensor([107.2991], device='cuda:0')
tensor([106.9568], device='cuda:0')
tensor([107.7765], device='cuda:0')
tensor([107.0106], device='cuda:0')
tensor([108.1695], device='cuda:0')
tensor([107.7734], device='cuda:0')
tensor([107.4175], device='cuda:0')
tensor([107.5530], device='cuda:0')
tensor([107.7393], device='cuda:0')
tensor([107.7061], device='cuda:0')
tensor([106.7307], device='cuda:0')
tensor([107.3269], device='cuda:0')
tensor([106.0887], device='cuda:0')
tensor([106.0651], device='cuda:0')
tensor([105.9356], device='cuda:0')
tensor([106.4593], device='cuda:0')
tensor([106.4173], device='cuda:0')
tensor([106.3667], device='cuda:0')
tensor([106.3130], device='cuda:0')
tensor([106.0579], device='cuda:0')
tensor([104.8653], device='cuda:0')
tensor([105.5488], device='cuda:0')
tensor([106.1016], device='cuda:0')
tensor([105.4733], device='cuda:0')
tensor([105.4020], device='cuda:0')
tensor([106.2592], device='cuda:0')
tensor([105.5629], device='cuda:0')
tensor([104.6410], device='cuda:0')
tensor([105.5016], device='cuda:0')
tensor([103.7315], device='cuda:0')
tensor([105.6186], device='cuda:0')
tensor([103.9104], device='cuda:0')
tensor([105.0397], device='cuda:0')
tensor([103.7609], device='cuda:0')
tensor([104.0488], device='cuda:0')
tensor([105.5813], device='cuda:0')
tensor([103.8270], device='cuda:0')
tensor([103.6666], device='cuda:0')
tensor([104.2848], device='cuda:0')
tensor([104.3212], device='cuda:0')
tensor([102.9455], device='cuda:0')
tensor([103.8480], device='cuda:0')
tensor([102.7078], device='cuda:0')
tensor([103.4110], device='cuda:0')
tensor([102.9763], device='cuda:0')
tensor([102.8680], device='cuda:0')
tensor([103.0845], device='cuda:0')
tensor([103.7707], device='cuda:0')
tensor([103.8861], device='cuda:0')
tensor([103.0378], device='cuda:0')
tensor([103.6349], device='cuda:0')
tensor([103.9898], device='cuda:0')
tensor([103.2735], device='cuda:0')
tensor([102.9958], device='cuda:0')
tensor([103.5621], device='cuda:0')
tensor([103.0685], device='cuda:0')
tensor([103.5750], device='cuda:0')
tensor([104.0185], device='cuda:0')
tensor([103.6467], device='cuda:0')
tensor([103.7245], device='cuda:0')
tensor([103.9166], device='cuda:0')
tensor([102.7216], device='cuda:0')
tensor([103.5294], device='cuda:0')
tensor([103.4357], device='cuda:0')
tensor([103.4965], device='cuda:0')
tensor([103.2539], device='cuda:0')
tensor([102.7162], device='cuda:0')
tensor([103.2245], device='cuda:0')
tensor([102.9626], device='cuda:0')
tensor([103.0199], device='cuda:0')
tensor([103.2413], device='cuda:0')
tensor([102.2596], device='cuda:0')
tensor([102.5648], device='cuda:0')
tensor([102.2378], device='cuda:0')
tensor([102.0714], device='cuda:0')
tensor([102.5305], device='cuda:0')
tensor([102.5745], device='cuda:0')
tensor([102.5019], device='cuda:0')
tensor([102.0567], device='cuda:0')
tensor([102.8346], device='cuda:0')
tensor([101.6520], device='cuda:0')
tensor([100.7269], device='cuda:0')
tensor([101.9659], device='cuda:0')
tensor([100.4512], device='cuda:0')
tensor([102.1478], device='cuda:0')
tensor([102.5009], device='cuda:0')
tensor([102.3068], device='cuda:0')
tensor([102.7914], device='cuda:0')
tensor([101.6287], device='cuda:0')
tensor([101.7323], device='cuda:0')
tensor([101.9480], device='cuda:0')
tensor([102.2023], device='cuda:0')
tensor([100.9977], device='cuda:0')
tensor([102.0562], device='cuda:0')
tensor([101.1951], device='cuda:0')
tensor([102.3328], device='cuda:0')
tensor([102.6579], device='cuda:0')
tensor([101.1048], device='cuda:0')
tensor([101.3538], device='cuda:0')
tensor([102.0582], device='cuda:0')
tensor([101.3350], device='cuda:0')
tensor([102.3447], device='cuda:0')
tensor([102.6213], device='cuda:0')
tensor([100.6109], device='cuda:0')
tensor([102.3422], device='cuda:0')
tensor([101.5506], device='cuda:0')
tensor([101.3953], device='cuda:0')
tensor([101.4421], device='cuda:0')
tensor([101.8674], device='cuda:0')
tensor([99.8509], device='cuda:0')
tensor([101.2496], device='cuda:0')
tensor([101.5476], device='cuda:0')
tensor([101.2631], device='cuda:0')
tensor([101.6172], device='cuda:0')
tensor([101.6213], device='cuda:0')
tensor([100.0895], device='cuda:0')
tensor([100.3794], device='cuda:0')
tensor([100.1762], device='cuda:0')
tensor([100.8652], device='cuda:0')
tensor([100.7227], device='cuda:0')
tensor([101.2119], device='cuda:0')
tensor([101.2433], device='cuda:0')
tensor([99.4268], device='cuda:0')
tensor([100.8790], device='cuda:0')
tensor([101.0292], device='cuda:0')
tensor([100.2174], device='cuda:0')
tensor([100.8237], device='cuda:0')
tensor([99.9421], device='cuda:0')
tensor([100.9780], device='cuda:0')
tensor([99.0979], device='cuda:0')
tensor([101.6040], device='cuda:0')
tensor([99.1147], device='cuda:0')
tensor([99.1354], device='cuda:0')
tensor([99.1379], device='cuda:0')
tensor([98.8126], device='cuda:0')
