tensor([1.4782], device='cuda:0')
tensor([11.2757], device='cuda:0')
tensor([11.1400], device='cuda:0')
tensor([11.0788], device='cuda:0')
tensor([11.0171], device='cuda:0')
tensor([10.8681], device='cuda:0')
tensor([10.7961], device='cuda:0')
tensor([9.8655], device='cuda:0')
tensor([9.5483], device='cuda:0')
tensor([8.8400], device='cuda:0')
tensor([3.2719], device='cuda:0')
tensor([1.5466], device='cuda:0')
tensor([1.5067], device='cuda:0')
tensor([1.5074], device='cuda:0')
tensor([1.5067], device='cuda:0')
tensor([1.5173], device='cuda:0')
tensor([1.4968], device='cuda:0')
tensor([1.5054], device='cuda:0')
tensor([1.5173], device='cuda:0')
tensor([1.5074], device='cuda:0')
tensor([1.4888], device='cuda:0')
tensor([1.4890], device='cuda:0')
tensor([1.4774], device='cuda:0')
tensor([1.4461], device='cuda:0')
tensor([1.4461], device='cuda:0')
tensor([1.4409], device='cuda:0')
tensor([1.4465], device='cuda:0')
tensor([1.4302], device='cuda:0')
tensor([1.4124], device='cuda:0')
tensor([1.4041], device='cuda:0')
tensor([1.4058], device='cuda:0')
tensor([1.3612], device='cuda:0')
tensor([1.3577], device='cuda:0')
tensor([1.3296], device='cuda:0')
tensor([1.3279], device='cuda:0')
tensor([1.3514], device='cuda:0')
tensor([1.3565], device='cuda:0')
tensor([1.3129], device='cuda:0')
tensor([1.3370], device='cuda:0')
tensor([1.2703], device='cuda:0')
tensor([1.2456], device='cuda:0')
tensor([1.2144], device='cuda:0')
tensor([1.2544], device='cuda:0')
tensor([1.1952], device='cuda:0')
tensor([1.1528], device='cuda:0')
tensor([1.1278], device='cuda:0')
tensor([1.0878], device='cuda:0')
tensor([1.0821], device='cuda:0')
tensor([1.0879], device='cuda:0')
tensor([1.0851], device='cuda:0')
tensor([1.0586], device='cuda:0')
tensor([1.0214], device='cuda:0')
tensor([1.0158], device='cuda:0')
tensor([0.9722], device='cuda:0')
tensor([0.9574], device='cuda:0')
tensor([0.9203], device='cuda:0')
tensor([0.9155], device='cuda:0')
tensor([0.9101], device='cuda:0')
tensor([0.9129], device='cuda:0')
tensor([0.9094], device='cuda:0')
tensor([0.9142], device='cuda:0')
tensor([1.2657], device='cuda:0')
tensor([0.9100], device='cuda:0')
tensor([0.9175], device='cuda:0')
tensor([0.9251], device='cuda:0')
tensor([0.9179], device='cuda:0')
tensor([0.9186], device='cuda:0')
tensor([0.9122], device='cuda:0')
tensor([0.9156], device='cuda:0')
tensor([0.9123], device='cuda:0')
tensor([0.9153], device='cuda:0')
tensor([0.9125], device='cuda:0')
tensor([0.9123], device='cuda:0')
tensor([0.9126], device='cuda:0')
tensor([0.9070], device='cuda:0')
tensor([0.9070], device='cuda:0')
tensor([0.9070], device='cuda:0')
tensor([0.9070], device='cuda:0')
tensor([0.9027], device='cuda:0')
tensor([0.9062], device='cuda:0')
tensor([0.8955], device='cuda:0')
tensor([0.8862], device='cuda:0')
tensor([0.8870], device='cuda:0')
tensor([0.8856], device='cuda:0')
tensor([0.8832], device='cuda:0')
tensor([0.8832], device='cuda:0')
tensor([0.8795], device='cuda:0')
tensor([0.8737], device='cuda:0')
tensor([0.8744], device='cuda:0')
tensor([0.8783], device='cuda:0')
tensor([0.8680], device='cuda:0')
tensor([0.8679], device='cuda:0')
tensor([0.8679], device='cuda:0')
tensor([0.8679], device='cuda:0')
tensor([0.8670], device='cuda:0')
tensor([0.8670], device='cuda:0')
tensor([0.8605], device='cuda:0')
tensor([0.8605], device='cuda:0')
tensor([0.8605], device='cuda:0')
tensor([0.8588], device='cuda:0')
tensor([0.8590], device='cuda:0')
tensor([0.8601], device='cuda:0')
tensor([0.8601], device='cuda:0')
tensor([0.8601], device='cuda:0')
tensor([0.8606], device='cuda:0')
tensor([0.8606], device='cuda:0')
tensor([0.8592], device='cuda:0')
tensor([0.8602], device='cuda:0')
tensor([0.8601], device='cuda:0')
tensor([0.8607], device='cuda:0')
tensor([0.8601], device='cuda:0')
tensor([0.8601], device='cuda:0')
tensor([0.8601], device='cuda:0')
tensor([0.8592], device='cuda:0')
tensor([0.8601], device='cuda:0')
tensor([0.8584], device='cuda:0')
tensor([0.8584], device='cuda:0')
tensor([0.8593], device='cuda:0')
tensor([0.8593], device='cuda:0')
tensor([0.8582], device='cuda:0')
tensor([0.8593], device='cuda:0')
tensor([0.8582], device='cuda:0')
tensor([0.8582], device='cuda:0')
tensor([0.8604], device='cuda:0')
tensor([0.8595], device='cuda:0')
tensor([0.8601], device='cuda:0')
tensor([0.8604], device='cuda:0')
tensor([0.8595], device='cuda:0')
tensor([0.8595], device='cuda:0')
tensor([0.8595], device='cuda:0')
tensor([0.8595], device='cuda:0')
tensor([0.8595], device='cuda:0')
tensor([0.8595], device='cuda:0')
tensor([0.8601], device='cuda:0')
tensor([0.8601], device='cuda:0')
tensor([0.8600], device='cuda:0')
tensor([0.8587], device='cuda:0')
tensor([0.8580], device='cuda:0')
tensor([0.8601], device='cuda:0')
tensor([0.8601], device='cuda:0')
tensor([0.8601], device='cuda:0')
tensor([0.8599], device='cuda:0')
tensor([0.8597], device='cuda:0')
tensor([0.8598], device='cuda:0')
tensor([0.8601], device='cuda:0')
tensor([0.8585], device='cuda:0')
tensor([0.8585], device='cuda:0')
tensor([0.8572], device='cuda:0')
tensor([0.8588], device='cuda:0')
tensor([0.8587], device='cuda:0')
tensor([0.8587], device='cuda:0')
tensor([0.8597], device='cuda:0')
tensor([0.8588], device='cuda:0')
tensor([0.8587], device='cuda:0')
tensor([0.8599], device='cuda:0')
tensor([0.8593], device='cuda:0')
tensor([0.8593], device='cuda:0')
tensor([0.8599], device='cuda:0')
tensor([0.8601], device='cuda:0')
tensor([0.8587], device='cuda:0')
tensor([0.8583], device='cuda:0')
tensor([0.8583], device='cuda:0')
tensor([0.8583], device='cuda:0')
tensor([0.8587], device='cuda:0')
tensor([0.8593], device='cuda:0')
tensor([0.8582], device='cuda:0')
tensor([0.8588], device='cuda:0')
tensor([0.8581], device='cuda:0')
tensor([0.8581], device='cuda:0')
tensor([0.8582], device='cuda:0')
tensor([0.8580], device='cuda:0')
tensor([0.8586], device='cuda:0')
tensor([0.8577], device='cuda:0')
tensor([0.8586], device='cuda:0')
tensor([0.8584], device='cuda:0')
tensor([0.8584], device='cuda:0')
tensor([0.8580], device='cuda:0')
tensor([0.8586], device='cuda:0')
tensor([0.8580], device='cuda:0')
tensor([0.8584], device='cuda:0')
tensor([0.8573], device='cuda:0')
tensor([0.8574], device='cuda:0')
tensor([0.8577], device='cuda:0')
tensor([0.8581], device='cuda:0')
tensor([0.8579], device='cuda:0')
tensor([0.8582], device='cuda:0')
tensor([0.8575], device='cuda:0')
tensor([0.8579], device='cuda:0')
tensor([0.8579], device='cuda:0')
tensor([0.8587], device='cuda:0')
tensor([0.8576], device='cuda:0')
tensor([0.8587], device='cuda:0')
tensor([0.8572], device='cuda:0')
tensor([0.8581], device='cuda:0')
tensor([0.8573], device='cuda:0')
tensor([0.8581], device='cuda:0')
tensor([0.8581], device='cuda:0')
tensor([0.8563], device='cuda:0')
tensor([0.8563], device='cuda:0')
tensor([0.8565], device='cuda:0')
tensor([0.8573], device='cuda:0')
tensor([0.8574], device='cuda:0')
tensor([0.8580], device='cuda:0')
tensor([0.8569], device='cuda:0')
tensor([0.8561], device='cuda:0')
tensor([0.8561], device='cuda:0')
tensor([0.8561], device='cuda:0')
tensor([0.8556], device='cuda:0')
tensor([0.8556], device='cuda:0')
tensor([0.8576], device='cuda:0')
tensor([0.8579], device='cuda:0')
tensor([0.8541], device='cuda:0')
tensor([0.8558], device='cuda:0')
tensor([0.8539], device='cuda:0')
tensor([0.8535], device='cuda:0')
tensor([1.2635], device='cuda:0')
