tensor([26.3862], device='cuda:0')
tensor([1.1252], device='cuda:0')
tensor([1.1225], device='cuda:0')
tensor([1.1229], device='cuda:0')
tensor([1.1245], device='cuda:0')
tensor([1.1245], device='cuda:0')
tensor([1.1244], device='cuda:0')
tensor([1.1233], device='cuda:0')
tensor([1.1233], device='cuda:0')
tensor([1.1205], device='cuda:0')
tensor([1.1202], device='cuda:0')
tensor([1.1204], device='cuda:0')
tensor([1.1185], device='cuda:0')
tensor([1.1187], device='cuda:0')
tensor([1.1166], device='cuda:0')
tensor([1.1179], device='cuda:0')
tensor([1.1185], device='cuda:0')
tensor([1.1171], device='cuda:0')
tensor([1.1161], device='cuda:0')
tensor([1.1170], device='cuda:0')
tensor([1.1173], device='cuda:0')
tensor([1.1166], device='cuda:0')
tensor([1.1133], device='cuda:0')
tensor([1.1129], device='cuda:0')
tensor([1.1132], device='cuda:0')
tensor([1.1129], device='cuda:0')
tensor([1.1129], device='cuda:0')
tensor([1.1102], device='cuda:0')
tensor([1.1113], device='cuda:0')
tensor([1.1102], device='cuda:0')
tensor([1.1101], device='cuda:0')
tensor([1.1070], device='cuda:0')
tensor([1.1080], device='cuda:0')
tensor([1.1056], device='cuda:0')
tensor([1.1082], device='cuda:0')
tensor([1.1053], device='cuda:0')
tensor([1.1057], device='cuda:0')
tensor([1.1041], device='cuda:0')
tensor([1.1039], device='cuda:0')
tensor([1.1038], device='cuda:0')
tensor([1.1037], device='cuda:0')
tensor([1.1033], device='cuda:0')
tensor([1.1033], device='cuda:0')
tensor([1.1015], device='cuda:0')
tensor([1.1016], device='cuda:0')
tensor([1.1009], device='cuda:0')
tensor([1.1010], device='cuda:0')
tensor([1.1010], device='cuda:0')
tensor([1.1004], device='cuda:0')
tensor([1.1003], device='cuda:0')
tensor([1.0998], device='cuda:0')
tensor([1.1003], device='cuda:0')
tensor([1.1000], device='cuda:0')
tensor([1.1009], device='cuda:0')
tensor([1.1000], device='cuda:0')
tensor([1.0997], device='cuda:0')
tensor([1.0995], device='cuda:0')
tensor([1.0992], device='cuda:0')
tensor([1.0975], device='cuda:0')
tensor([1.0975], device='cuda:0')
tensor([1.0986], device='cuda:0')
tensor([1.0981], device='cuda:0')
tensor([1.0967], device='cuda:0')
tensor([1.0979], device='cuda:0')
tensor([1.0977], device='cuda:0')
tensor([1.0963], device='cuda:0')
tensor([1.0968], device='cuda:0')
tensor([1.0979], device='cuda:0')
tensor([1.0970], device='cuda:0')
tensor([1.0974], device='cuda:0')
tensor([1.0973], device='cuda:0')
tensor([1.0986], device='cuda:0')
tensor([1.1001], device='cuda:0')
tensor([1.1009], device='cuda:0')
tensor([1.0984], device='cuda:0')
tensor([1.0996], device='cuda:0')
tensor([1.0997], device='cuda:0')
tensor([1.0983], device='cuda:0')
tensor([1.0989], device='cuda:0')
tensor([1.0996], device='cuda:0')
tensor([1.0980], device='cuda:0')
tensor([1.0987], device='cuda:0')
tensor([1.0989], device='cuda:0')
tensor([1.0991], device='cuda:0')
tensor([1.0981], device='cuda:0')
tensor([1.1009], device='cuda:0')
tensor([1.0963], device='cuda:0')
tensor([1.0957], device='cuda:0')
tensor([1.0969], device='cuda:0')
tensor([1.0959], device='cuda:0')
tensor([1.0940], device='cuda:0')
tensor([1.0950], device='cuda:0')
tensor([1.0918], device='cuda:0')
tensor([1.0916], device='cuda:0')
tensor([1.0917], device='cuda:0')
tensor([1.0908], device='cuda:0')
tensor([1.0911], device='cuda:0')
tensor([1.0933], device='cuda:0')
tensor([1.0908], device='cuda:0')
tensor([1.0920], device='cuda:0')
tensor([1.0909], device='cuda:0')
tensor([1.0912], device='cuda:0')
tensor([1.0900], device='cuda:0')
tensor([1.0892], device='cuda:0')
tensor([1.0897], device='cuda:0')
tensor([1.0903], device='cuda:0')
tensor([1.0907], device='cuda:0')
tensor([1.0907], device='cuda:0')
tensor([1.0905], device='cuda:0')
tensor([1.0908], device='cuda:0')
tensor([1.0907], device='cuda:0')
tensor([1.0908], device='cuda:0')
tensor([1.0903], device='cuda:0')
tensor([1.0911], device='cuda:0')
tensor([1.0907], device='cuda:0')
tensor([1.0898], device='cuda:0')
tensor([1.0877], device='cuda:0')
tensor([1.0877], device='cuda:0')
tensor([1.0884], device='cuda:0')
tensor([1.0877], device='cuda:0')
tensor([1.0880], device='cuda:0')
tensor([1.0878], device='cuda:0')
tensor([1.0862], device='cuda:0')
tensor([1.0876], device='cuda:0')
tensor([1.0887], device='cuda:0')
tensor([1.0870], device='cuda:0')
tensor([1.0876], device='cuda:0')
tensor([1.0874], device='cuda:0')
tensor([1.0861], device='cuda:0')
tensor([1.0871], device='cuda:0')
tensor([1.0870], device='cuda:0')
tensor([1.0881], device='cuda:0')
tensor([1.0879], device='cuda:0')
tensor([1.0881], device='cuda:0')
tensor([1.0883], device='cuda:0')
tensor([1.0881], device='cuda:0')
tensor([1.0873], device='cuda:0')
tensor([1.0871], device='cuda:0')
tensor([1.0873], device='cuda:0')
tensor([1.0855], device='cuda:0')
tensor([1.0873], device='cuda:0')
tensor([1.0878], device='cuda:0')
tensor([1.0867], device='cuda:0')
tensor([1.0871], device='cuda:0')
tensor([1.0858], device='cuda:0')
tensor([1.0866], device='cuda:0')
tensor([1.0866], device='cuda:0')
tensor([1.0853], device='cuda:0')
tensor([1.0850], device='cuda:0')
tensor([1.0866], device='cuda:0')
tensor([1.0844], device='cuda:0')
tensor([1.0851], device='cuda:0')
tensor([1.0849], device='cuda:0')
tensor([1.0861], device='cuda:0')
tensor([1.0859], device='cuda:0')
tensor([1.0858], device='cuda:0')
tensor([1.0845], device='cuda:0')
tensor([1.0849], device='cuda:0')
tensor([1.0850], device='cuda:0')
tensor([1.0841], device='cuda:0')
tensor([1.0854], device='cuda:0')
tensor([1.0860], device='cuda:0')
tensor([1.0856], device='cuda:0')
tensor([1.0854], device='cuda:0')
tensor([1.0855], device='cuda:0')
tensor([1.0855], device='cuda:0')
tensor([1.0862], device='cuda:0')
tensor([1.0861], device='cuda:0')
tensor([1.0857], device='cuda:0')
tensor([1.0858], device='cuda:0')
tensor([1.0857], device='cuda:0')
tensor([1.0859], device='cuda:0')
tensor([1.0847], device='cuda:0')
tensor([1.0837], device='cuda:0')
tensor([1.0846], device='cuda:0')
tensor([1.0840], device='cuda:0')
tensor([1.0834], device='cuda:0')
tensor([1.0842], device='cuda:0')
tensor([1.0854], device='cuda:0')
tensor([1.0854], device='cuda:0')
tensor([1.0826], device='cuda:0')
tensor([1.0846], device='cuda:0')
tensor([1.0840], device='cuda:0')
tensor([1.0844], device='cuda:0')
tensor([1.0841], device='cuda:0')
tensor([1.0848], device='cuda:0')
tensor([1.0838], device='cuda:0')
tensor([1.0840], device='cuda:0')
tensor([1.0864], device='cuda:0')
tensor([1.0865], device='cuda:0')
tensor([1.0859], device='cuda:0')
tensor([1.0864], device='cuda:0')
tensor([1.0849], device='cuda:0')
tensor([1.0837], device='cuda:0')
tensor([1.0830], device='cuda:0')
tensor([1.0839], device='cuda:0')
tensor([1.0841], device='cuda:0')
tensor([1.0845], device='cuda:0')
tensor([1.0829], device='cuda:0')
tensor([1.0830], device='cuda:0')
tensor([1.0867], device='cuda:0')
tensor([1.0828], device='cuda:0')
tensor([1.0836], device='cuda:0')
tensor([1.0840], device='cuda:0')
tensor([1.0846], device='cuda:0')
tensor([1.0840], device='cuda:0')
tensor([1.0824], device='cuda:0')
tensor([1.0844], device='cuda:0')
tensor([1.0831], device='cuda:0')
tensor([1.0830], device='cuda:0')
tensor([1.0817], device='cuda:0')
tensor([1.0811], device='cuda:0')
tensor([1.0828], device='cuda:0')
tensor([1.0824], device='cuda:0')
tensor([1.0828], device='cuda:0')
tensor([1.0846], device='cuda:0')
tensor([1.0847], device='cuda:0')
tensor([1.0851], device='cuda:0')
tensor([1.0836], device='cuda:0')
tensor([1.0833], device='cuda:0')
tensor([1.0825], device='cuda:0')
tensor([1.0800], device='cuda:0')
tensor([1.0802], device='cuda:0')
tensor([1.0782], device='cuda:0')
tensor([1.0794], device='cuda:0')
tensor([1.0820], device='cuda:0')
tensor([1.0820], device='cuda:0')
tensor([1.0816], device='cuda:0')
tensor([1.0820], device='cuda:0')
tensor([1.0863], device='cuda:0')
tensor([1.0810], device='cuda:0')
tensor([1.0824], device='cuda:0')
tensor([1.0816], device='cuda:0')
tensor([1.0812], device='cuda:0')
tensor([1.0810], device='cuda:0')
tensor([1.0820], device='cuda:0')
tensor([1.0820], device='cuda:0')
tensor([1.0808], device='cuda:0')
tensor([1.0803], device='cuda:0')
tensor([1.0817], device='cuda:0')
tensor([1.0819], device='cuda:0')
tensor([1.0810], device='cuda:0')
tensor([1.0821], device='cuda:0')
tensor([1.0805], device='cuda:0')
tensor([1.0827], device='cuda:0')
tensor([1.0813], device='cuda:0')
tensor([1.0817], device='cuda:0')
tensor([1.0808], device='cuda:0')
tensor([1.0795], device='cuda:0')
tensor([1.0779], device='cuda:0')
tensor([1.0796], device='cuda:0')
tensor([1.0773], device='cuda:0')
tensor([1.0811], device='cuda:0')
tensor([1.0801], device='cuda:0')
tensor([1.0817], device='cuda:0')
tensor([1.0810], device='cuda:0')
tensor([1.0801], device='cuda:0')
tensor([1.0796], device='cuda:0')
tensor([1.0789], device='cuda:0')
tensor([1.0798], device='cuda:0')
tensor([1.0790], device='cuda:0')
tensor([1.0780], device='cuda:0')
tensor([1.0758], device='cuda:0')
tensor([1.0795], device='cuda:0')
tensor([1.0795], device='cuda:0')
tensor([1.0786], device='cuda:0')
tensor([1.0807], device='cuda:0')
tensor([1.0782], device='cuda:0')
tensor([1.0802], device='cuda:0')
tensor([1.0796], device='cuda:0')
tensor([1.0810], device='cuda:0')
tensor([1.0815], device='cuda:0')
tensor([1.0794], device='cuda:0')
tensor([1.0783], device='cuda:0')
tensor([1.0776], device='cuda:0')
tensor([1.0843], device='cuda:0')
tensor([1.0804], device='cuda:0')
tensor([1.0804], device='cuda:0')
tensor([1.0824], device='cuda:0')
tensor([1.0841], device='cuda:0')
tensor([1.0841], device='cuda:0')
tensor([1.0823], device='cuda:0')
tensor([1.0821], device='cuda:0')
tensor([1.0796], device='cuda:0')
tensor([1.0790], device='cuda:0')
tensor([1.0791], device='cuda:0')
tensor([1.0791], device='cuda:0')
tensor([1.0810], device='cuda:0')
tensor([1.0810], device='cuda:0')
tensor([1.0825], device='cuda:0')
tensor([1.0816], device='cuda:0')
tensor([1.0829], device='cuda:0')
tensor([1.0835], device='cuda:0')
tensor([1.0802], device='cuda:0')
tensor([1.0832], device='cuda:0')
tensor([1.0833], device='cuda:0')
tensor([1.0838], device='cuda:0')
tensor([1.0849], device='cuda:0')
tensor([1.0850], device='cuda:0')
tensor([1.0849], device='cuda:0')
tensor([1.0864], device='cuda:0')
tensor([1.0858], device='cuda:0')
tensor([1.0879], device='cuda:0')
tensor([1.0854], device='cuda:0')
tensor([1.0854], device='cuda:0')
tensor([1.0848], device='cuda:0')
tensor([1.0848], device='cuda:0')
tensor([1.0845], device='cuda:0')
tensor([1.0838], device='cuda:0')
tensor([1.0827], device='cuda:0')
tensor([1.0841], device='cuda:0')
tensor([1.0850], device='cuda:0')
tensor([1.0853], device='cuda:0')
tensor([1.0833], device='cuda:0')
tensor([1.0846], device='cuda:0')
tensor([1.0826], device='cuda:0')
tensor([1.0816], device='cuda:0')
tensor([1.0836], device='cuda:0')
tensor([1.0829], device='cuda:0')
tensor([1.0812], device='cuda:0')
tensor([1.0810], device='cuda:0')
tensor([1.0825], device='cuda:0')
tensor([1.0835], device='cuda:0')
tensor([1.0824], device='cuda:0')
tensor([1.0828], device='cuda:0')
tensor([1.0840], device='cuda:0')
tensor([1.0830], device='cuda:0')
tensor([1.0830], device='cuda:0')
tensor([1.0843], device='cuda:0')
tensor([1.0808], device='cuda:0')
tensor([1.0790], device='cuda:0')
tensor([1.0787], device='cuda:0')
tensor([1.0788], device='cuda:0')
tensor([1.0816], device='cuda:0')
tensor([1.0813], device='cuda:0')
tensor([1.0766], device='cuda:0')
tensor([1.0784], device='cuda:0')
tensor([1.0786], device='cuda:0')
tensor([1.0794], device='cuda:0')
tensor([1.0802], device='cuda:0')
tensor([1.0734], device='cuda:0')
tensor([1.0778], device='cuda:0')
tensor([1.0789], device='cuda:0')
tensor([1.0804], device='cuda:0')
tensor([1.0788], device='cuda:0')
tensor([1.0781], device='cuda:0')
tensor([1.0778], device='cuda:0')
tensor([1.0764], device='cuda:0')
tensor([1.0758], device='cuda:0')
tensor([1.0734], device='cuda:0')
tensor([1.0756], device='cuda:0')
tensor([1.0740], device='cuda:0')
tensor([1.0758], device='cuda:0')
tensor([1.0730], device='cuda:0')
tensor([1.0745], device='cuda:0')
tensor([1.0771], device='cuda:0')
tensor([1.0737], device='cuda:0')
tensor([1.0748], device='cuda:0')
tensor([1.0742], device='cuda:0')
tensor([1.0787], device='cuda:0')
tensor([1.0798], device='cuda:0')
tensor([1.0748], device='cuda:0')
tensor([1.0801], device='cuda:0')
tensor([1.0794], device='cuda:0')
tensor([1.0745], device='cuda:0')
tensor([1.0778], device='cuda:0')
tensor([1.0766], device='cuda:0')
tensor([1.0759], device='cuda:0')
tensor([1.0700], device='cuda:0')
tensor([1.0748], device='cuda:0')
tensor([1.0749], device='cuda:0')
tensor([1.0745], device='cuda:0')
tensor([1.0764], device='cuda:0')
tensor([1.0754], device='cuda:0')
tensor([1.0754], device='cuda:0')
tensor([1.0758], device='cuda:0')
tensor([1.0757], device='cuda:0')
tensor([1.0786], device='cuda:0')
tensor([1.0720], device='cuda:0')
tensor([1.0732], device='cuda:0')
tensor([1.0738], device='cuda:0')
tensor([1.0776], device='cuda:0')
tensor([1.0776], device='cuda:0')
tensor([1.0763], device='cuda:0')
tensor([1.0783], device='cuda:0')
tensor([1.0781], device='cuda:0')
tensor([1.0759], device='cuda:0')
tensor([1.0750], device='cuda:0')
tensor([1.0766], device='cuda:0')
tensor([1.0742], device='cuda:0')
tensor([1.0748], device='cuda:0')
tensor([1.0768], device='cuda:0')
tensor([1.0759], device='cuda:0')
tensor([1.0773], device='cuda:0')
tensor([1.0755], device='cuda:0')
tensor([1.0760], device='cuda:0')
tensor([1.0744], device='cuda:0')
tensor([1.0747], device='cuda:0')
tensor([1.0763], device='cuda:0')
tensor([1.0778], device='cuda:0')
tensor([1.0766], device='cuda:0')
tensor([1.0778], device='cuda:0')
tensor([1.0764], device='cuda:0')
tensor([1.0760], device='cuda:0')
tensor([1.0777], device='cuda:0')
tensor([1.0782], device='cuda:0')
tensor([1.0771], device='cuda:0')
tensor([1.0747], device='cuda:0')
tensor([1.0768], device='cuda:0')
tensor([1.0782], device='cuda:0')
tensor([1.0758], device='cuda:0')
tensor([1.0765], device='cuda:0')
tensor([1.0777], device='cuda:0')
tensor([1.0773], device='cuda:0')
tensor([1.0778], device='cuda:0')
tensor([1.0762], device='cuda:0')
tensor([1.0770], device='cuda:0')
tensor([1.0778], device='cuda:0')
tensor([1.0776], device='cuda:0')
tensor([1.0783], device='cuda:0')
tensor([1.0783], device='cuda:0')
tensor([1.0807], device='cuda:0')
tensor([1.0807], device='cuda:0')
tensor([1.0802], device='cuda:0')
tensor([1.0778], device='cuda:0')
tensor([1.0778], device='cuda:0')
tensor([1.0775], device='cuda:0')
tensor([1.0765], device='cuda:0')
tensor([1.0741], device='cuda:0')
tensor([1.0738], device='cuda:0')
tensor([1.0739], device='cuda:0')
tensor([1.0737], device='cuda:0')
tensor([1.0729], device='cuda:0')
tensor([1.0765], device='cuda:0')
tensor([1.0743], device='cuda:0')
tensor([1.0741], device='cuda:0')
tensor([1.0737], device='cuda:0')
tensor([1.0708], device='cuda:0')
tensor([1.0765], device='cuda:0')
tensor([1.0732], device='cuda:0')
tensor([1.0719], device='cuda:0')
tensor([1.0765], device='cuda:0')
tensor([1.0741], device='cuda:0')
tensor([1.0749], device='cuda:0')
tensor([1.0741], device='cuda:0')
tensor([1.0719], device='cuda:0')
tensor([1.0720], device='cuda:0')
tensor([1.0725], device='cuda:0')
tensor([1.0729], device='cuda:0')
tensor([1.0717], device='cuda:0')
tensor([1.0741], device='cuda:0')
tensor([1.0734], device='cuda:0')
tensor([1.0724], device='cuda:0')
tensor([1.0741], device='cuda:0')
tensor([1.0751], device='cuda:0')
tensor([1.0742], device='cuda:0')
tensor([1.0743], device='cuda:0')
tensor([1.0728], device='cuda:0')
tensor([1.0752], device='cuda:0')
tensor([1.0764], device='cuda:0')
tensor([1.0748], device='cuda:0')
tensor([1.0743], device='cuda:0')
tensor([1.0764], device='cuda:0')
tensor([1.0778], device='cuda:0')
tensor([1.0771], device='cuda:0')
tensor([1.0780], device='cuda:0')
tensor([1.0762], device='cuda:0')
tensor([1.0781], device='cuda:0')
tensor([1.0769], device='cuda:0')
tensor([1.0766], device='cuda:0')
tensor([1.0796], device='cuda:0')
tensor([1.0796], device='cuda:0')
tensor([1.0789], device='cuda:0')
tensor([1.0780], device='cuda:0')
tensor([1.0804], device='cuda:0')
tensor([1.0803], device='cuda:0')
tensor([1.0791], device='cuda:0')
tensor([1.0804], device='cuda:0')
tensor([1.0800], device='cuda:0')
tensor([1.0800], device='cuda:0')
tensor([1.0806], device='cuda:0')
tensor([1.0802], device='cuda:0')
tensor([1.0785], device='cuda:0')
tensor([1.0806], device='cuda:0')
tensor([1.0782], device='cuda:0')
tensor([1.0805], device='cuda:0')
tensor([1.0806], device='cuda:0')
tensor([1.0808], device='cuda:0')
tensor([1.0802], device='cuda:0')
tensor([1.0802], device='cuda:0')
tensor([1.0802], device='cuda:0')
tensor([1.0798], device='cuda:0')
tensor([1.0802], device='cuda:0')
tensor([1.0815], device='cuda:0')
