tensor([14.5214], device='cuda:1')
tensor([12.4946], device='cuda:1')
tensor([12.3234], device='cuda:1')
tensor([9.0128], device='cuda:1')
tensor([9.4136], device='cuda:1')
tensor([8.1324], device='cuda:1')
tensor([7.5171], device='cuda:1')
tensor([6.5306], device='cuda:1')
tensor([4.5869], device='cuda:1')
tensor([4.2518], device='cuda:1')
tensor([4.2273], device='cuda:1')
tensor([4.2982], device='cuda:1')
tensor([3.9333], device='cuda:1')
tensor([3.9467], device='cuda:1')
tensor([3.6943], device='cuda:1')
tensor([3.6056], device='cuda:1')
tensor([3.5049], device='cuda:1')
tensor([3.5467], device='cuda:1')
tensor([3.5174], device='cuda:1')
tensor([3.4732], device='cuda:1')
tensor([3.4970], device='cuda:1')
tensor([3.4674], device='cuda:1')
tensor([3.4757], device='cuda:1')
tensor([3.4618], device='cuda:1')
tensor([3.3900], device='cuda:1')
tensor([3.3863], device='cuda:1')
tensor([3.4010], device='cuda:1')
tensor([3.3595], device='cuda:1')
tensor([3.3330], device='cuda:1')
tensor([3.3617], device='cuda:1')
tensor([3.3508], device='cuda:1')
tensor([3.3584], device='cuda:1')
tensor([3.3343], device='cuda:1')
tensor([3.3336], device='cuda:1')
tensor([3.3194], device='cuda:1')
tensor([3.3714], device='cuda:1')
tensor([3.2870], device='cuda:1')
tensor([3.2843], device='cuda:1')
tensor([3.2663], device='cuda:1')
tensor([3.1911], device='cuda:1')
tensor([3.1531], device='cuda:1')
tensor([3.1300], device='cuda:1')
tensor([3.1921], device='cuda:1')
tensor([3.1707], device='cuda:1')
tensor([3.1816], device='cuda:1')
tensor([3.1299], device='cuda:1')
tensor([3.1886], device='cuda:1')
tensor([3.1447], device='cuda:1')
tensor([3.1358], device='cuda:1')
tensor([3.1678], device='cuda:1')
tensor([3.1113], device='cuda:1')
tensor([3.0820], device='cuda:1')
tensor([3.0846], device='cuda:1')
tensor([3.1110], device='cuda:1')
tensor([3.1019], device='cuda:1')
tensor([3.0550], device='cuda:1')
tensor([3.0552], device='cuda:1')
tensor([3.0630], device='cuda:1')
tensor([3.0385], device='cuda:1')
tensor([3.0387], device='cuda:1')
tensor([3.0564], device='cuda:1')
tensor([3.0620], device='cuda:1')
tensor([3.0595], device='cuda:1')
tensor([3.0623], device='cuda:1')
tensor([3.0478], device='cuda:1')
tensor([3.0469], device='cuda:1')
tensor([3.0708], device='cuda:1')
tensor([3.0508], device='cuda:1')
tensor([3.0637], device='cuda:1')
tensor([3.0658], device='cuda:1')
tensor([3.0373], device='cuda:1')
tensor([3.0608], device='cuda:1')
tensor([3.0559], device='cuda:1')
tensor([3.0591], device='cuda:1')
tensor([3.0886], device='cuda:1')
tensor([3.0665], device='cuda:1')
tensor([3.0290], device='cuda:1')
tensor([3.0746], device='cuda:1')
tensor([3.0397], device='cuda:1')
tensor([3.0460], device='cuda:1')
tensor([3.0531], device='cuda:1')
tensor([3.0289], device='cuda:1')
tensor([3.0221], device='cuda:1')
tensor([3.0391], device='cuda:1')
tensor([3.0266], device='cuda:1')
tensor([3.0217], device='cuda:1')
tensor([3.0144], device='cuda:1')
tensor([3.0300], device='cuda:1')
tensor([3.0208], device='cuda:1')
tensor([3.0114], device='cuda:1')
tensor([3.0075], device='cuda:1')
tensor([3.0039], device='cuda:1')
tensor([3.0063], device='cuda:1')
tensor([2.9884], device='cuda:1')
tensor([2.9702], device='cuda:1')
tensor([2.9651], device='cuda:1')
tensor([2.9661], device='cuda:1')
tensor([2.9630], device='cuda:1')
tensor([2.9578], device='cuda:1')
tensor([2.9574], device='cuda:1')
tensor([2.9582], device='cuda:1')
tensor([2.9654], device='cuda:1')
tensor([2.9551], device='cuda:1')
tensor([2.9571], device='cuda:1')
tensor([2.9608], device='cuda:1')
tensor([2.9594], device='cuda:1')
tensor([2.9698], device='cuda:1')
tensor([2.9682], device='cuda:1')
tensor([2.9682], device='cuda:1')
tensor([2.9652], device='cuda:1')
tensor([2.9563], device='cuda:1')
tensor([2.9644], device='cuda:1')
tensor([2.9649], device='cuda:1')
tensor([2.9919], device='cuda:1')
tensor([2.9765], device='cuda:1')
tensor([2.9672], device='cuda:1')
tensor([2.9677], device='cuda:1')
tensor([2.9745], device='cuda:1')
tensor([2.9765], device='cuda:1')
tensor([2.9801], device='cuda:1')
tensor([2.9811], device='cuda:1')
tensor([3.0062], device='cuda:1')
tensor([2.9801], device='cuda:1')
tensor([2.9762], device='cuda:1')
tensor([2.9947], device='cuda:1')
tensor([2.9942], device='cuda:1')
tensor([2.9974], device='cuda:1')
tensor([2.9970], device='cuda:1')
tensor([2.9824], device='cuda:1')
tensor([3.0016], device='cuda:1')
tensor([2.9785], device='cuda:1')
tensor([2.9827], device='cuda:1')
tensor([2.9819], device='cuda:1')
tensor([2.9823], device='cuda:1')
tensor([2.9930], device='cuda:1')
tensor([2.9705], device='cuda:1')
tensor([2.9765], device='cuda:1')
tensor([2.9717], device='cuda:1')
tensor([3.0127], device='cuda:1')
tensor([3.0052], device='cuda:1')
tensor([3.0131], device='cuda:1')
tensor([3.0121], device='cuda:1')
tensor([3.0150], device='cuda:1')
tensor([3.0130], device='cuda:1')
tensor([2.9955], device='cuda:1')
tensor([2.9918], device='cuda:1')
tensor([3.0017], device='cuda:1')
tensor([2.9973], device='cuda:1')
tensor([2.9943], device='cuda:1')
tensor([2.9976], device='cuda:1')
tensor([3.0085], device='cuda:1')
tensor([3.0033], device='cuda:1')
tensor([2.9950], device='cuda:1')
tensor([2.9967], device='cuda:1')
tensor([2.9971], device='cuda:1')
tensor([3.0210], device='cuda:1')
tensor([2.9907], device='cuda:1')
tensor([3.0042], device='cuda:1')
tensor([3.0335], device='cuda:1')
tensor([2.9894], device='cuda:1')
tensor([2.9714], device='cuda:1')
tensor([2.9782], device='cuda:1')
tensor([2.9822], device='cuda:1')
tensor([2.9758], device='cuda:1')
tensor([2.9921], device='cuda:1')
tensor([2.9901], device='cuda:1')
tensor([2.9851], device='cuda:1')
tensor([2.9880], device='cuda:1')
tensor([2.9711], device='cuda:1')
tensor([2.9799], device='cuda:1')
tensor([2.9907], device='cuda:1')
tensor([2.9987], device='cuda:1')
tensor([2.9848], device='cuda:1')
tensor([2.9903], device='cuda:1')
tensor([2.9986], device='cuda:1')
tensor([2.9945], device='cuda:1')
tensor([2.9844], device='cuda:1')
tensor([2.9824], device='cuda:1')
tensor([2.9946], device='cuda:1')
tensor([2.9953], device='cuda:1')
tensor([2.9894], device='cuda:1')
tensor([2.9774], device='cuda:1')
tensor([2.9711], device='cuda:1')
tensor([2.9836], device='cuda:1')
tensor([2.9831], device='cuda:1')
tensor([2.9737], device='cuda:1')
tensor([2.9803], device='cuda:1')
tensor([2.9830], device='cuda:1')
tensor([2.9743], device='cuda:1')
tensor([2.9825], device='cuda:1')
tensor([2.9657], device='cuda:1')
tensor([2.9604], device='cuda:1')
tensor([2.9686], device='cuda:1')
tensor([2.9844], device='cuda:1')
tensor([2.9685], device='cuda:1')
tensor([2.9834], device='cuda:1')
tensor([2.9808], device='cuda:1')
tensor([2.9669], device='cuda:1')
tensor([2.9771], device='cuda:1')
tensor([2.9734], device='cuda:1')
tensor([2.9782], device='cuda:1')
tensor([2.9662], device='cuda:1')
tensor([2.9800], device='cuda:1')
tensor([2.9745], device='cuda:1')
tensor([2.9706], device='cuda:1')
tensor([2.9784], device='cuda:1')
tensor([2.9592], device='cuda:1')
tensor([2.9718], device='cuda:1')
tensor([2.9815], device='cuda:1')
tensor([2.9685], device='cuda:1')
tensor([3.0085], device='cuda:1')
tensor([2.9892], device='cuda:1')
tensor([2.9931], device='cuda:1')
tensor([3.0111], device='cuda:1')
tensor([2.9934], device='cuda:1')
tensor([2.9820], device='cuda:1')
tensor([2.9869], device='cuda:1')
tensor([2.9806], device='cuda:1')
tensor([3.0061], device='cuda:1')
tensor([3.0016], device='cuda:1')
tensor([2.9785], device='cuda:1')
tensor([2.9905], device='cuda:1')
tensor([3.0219], device='cuda:1')
tensor([3.0051], device='cuda:1')
tensor([2.9973], device='cuda:1')
tensor([3.0026], device='cuda:1')
tensor([3.0021], device='cuda:1')
tensor([2.9848], device='cuda:1')
tensor([3.0081], device='cuda:1')
tensor([2.9783], device='cuda:1')
tensor([3.0042], device='cuda:1')
tensor([3.0052], device='cuda:1')
tensor([3.0024], device='cuda:1')
tensor([2.9799], device='cuda:1')
tensor([2.9788], device='cuda:1')
tensor([2.9891], device='cuda:1')
tensor([2.9948], device='cuda:1')
tensor([2.9948], device='cuda:1')
tensor([2.9978], device='cuda:1')
tensor([2.9874], device='cuda:1')
tensor([2.9963], device='cuda:1')
tensor([3.0020], device='cuda:1')
tensor([3.0048], device='cuda:1')
tensor([2.9975], device='cuda:1')
tensor([2.9916], device='cuda:1')
tensor([3.0000], device='cuda:1')
tensor([2.9949], device='cuda:1')
tensor([3.0022], device='cuda:1')
tensor([2.9800], device='cuda:1')
tensor([2.9857], device='cuda:1')
tensor([2.9936], device='cuda:1')
tensor([2.9916], device='cuda:1')
tensor([3.0027], device='cuda:1')
tensor([2.9924], device='cuda:1')
tensor([2.9901], device='cuda:1')
tensor([3.0029], device='cuda:1')
tensor([2.9673], device='cuda:1')
tensor([2.9804], device='cuda:1')
tensor([2.9681], device='cuda:1')
tensor([2.9741], device='cuda:1')
tensor([2.9897], device='cuda:1')
tensor([2.9629], device='cuda:1')
tensor([2.9704], device='cuda:1')
tensor([2.9608], device='cuda:1')
tensor([2.9860], device='cuda:1')
tensor([2.9961], device='cuda:1')
tensor([2.9715], device='cuda:1')
tensor([2.9880], device='cuda:1')
tensor([2.9613], device='cuda:1')
tensor([2.9668], device='cuda:1')
tensor([3.0003], device='cuda:1')
tensor([2.9626], device='cuda:1')
tensor([2.9641], device='cuda:1')
tensor([2.9551], device='cuda:1')
tensor([2.9590], device='cuda:1')
tensor([2.9671], device='cuda:1')
tensor([2.9590], device='cuda:1')
tensor([2.9513], device='cuda:1')
tensor([2.9589], device='cuda:1')
tensor([2.9646], device='cuda:1')
tensor([2.9840], device='cuda:1')
tensor([2.9802], device='cuda:1')
tensor([2.9658], device='cuda:1')
tensor([2.9811], device='cuda:1')
tensor([2.9587], device='cuda:1')
tensor([2.9615], device='cuda:1')
tensor([2.9681], device='cuda:1')
tensor([2.9604], device='cuda:1')
tensor([2.9554], device='cuda:1')
tensor([2.9573], device='cuda:1')
tensor([2.9569], device='cuda:1')
tensor([2.9728], device='cuda:1')
tensor([2.9585], device='cuda:1')
tensor([2.9582], device='cuda:1')
tensor([2.9648], device='cuda:1')
tensor([2.9479], device='cuda:1')
tensor([2.9537], device='cuda:1')
tensor([2.9541], device='cuda:1')
tensor([2.9556], device='cuda:1')
tensor([2.9537], device='cuda:1')
tensor([2.9522], device='cuda:1')
tensor([2.9602], device='cuda:1')
tensor([2.9678], device='cuda:1')
tensor([2.9574], device='cuda:1')
tensor([2.9669], device='cuda:1')
tensor([2.9583], device='cuda:1')
tensor([2.9585], device='cuda:1')
tensor([2.9425], device='cuda:1')
tensor([2.9505], device='cuda:1')
tensor([2.9565], device='cuda:1')
tensor([2.9705], device='cuda:1')
tensor([2.9636], device='cuda:1')
tensor([2.9692], device='cuda:1')
tensor([2.9750], device='cuda:1')
tensor([2.9835], device='cuda:1')
tensor([2.9769], device='cuda:1')
tensor([2.9787], device='cuda:1')
tensor([2.9813], device='cuda:1')
tensor([2.9672], device='cuda:1')
tensor([2.9741], device='cuda:1')
tensor([2.9839], device='cuda:1')
tensor([2.9745], device='cuda:1')
tensor([2.9702], device='cuda:1')
tensor([2.9607], device='cuda:1')
tensor([2.9572], device='cuda:1')
tensor([2.9738], device='cuda:1')
tensor([2.9623], device='cuda:1')
tensor([2.9652], device='cuda:1')
tensor([2.9757], device='cuda:1')
tensor([2.9662], device='cuda:1')
tensor([2.9631], device='cuda:1')
